CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
19769680000000,0000000,0601435,NA,Los Angeles,SBE - Academia Avance Charter,NA,115 North Avenue 53,115 North Avenue 53,Highland Park,90042-4005,CA,(323) 230-7270,NA,www.academiaavance.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,34.107313,-118.19811,2017-02-09
19769680109926,0109926,0601435,10895,Los Angeles,SBE - Academia Avance Charter,Academia Avance Charter,PO Box 42095,PO Box 42095,Los Angeles,90042,CA,(323) 230-7270,NA,www.academiaavance.org,2005-09-30,NA,Y,State Board of Education,K-12 Schools (Public),Traditional,Elementary-High Combination,6-12,6-12,N,34.107288,-118.19842,2016-11-10
19769920000000,0000000,0601438,NA,Los Angeles,SBE - Prepa Tec Los Angeles High,NA,2665 Clarendon Avenue,2665 Clarendon Ave.,Huntington Park,90255-4138,CA,(323) 800-2741,NA,www.prepatechighschool.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,33.983752,-118.22344,2017-02-09
19769920133900,0133900,0601438,13997,Los Angeles,SBE - Prepa Tec Los Angeles High,Prepa Tec Los Angeles High,2665 Clarendon Avenue,2665 Clarendon Ave.,Huntington Park,90255-4138,CA,(323) 800-2741,NA,http://altapublicschools.org/prepatechighschool/,2016-08-15,NA,Y,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,High School,9-12,9,N,33.983752,-118.22344,2017-01-19
19770160000000,0000000,0601440,NA,Los Angeles,California Advancing Pathways for Students in Los Angeles County ROC/P,NA,16703 South Clark Avenue,16703 South Clark Ave.,Bellflower,90706,CA,(562) 866-9011,2180,www.CalAPS.org,NA,NA,NA,Regional Occupation Center/Program (ROC/P),NA,NA,NA,NA,NA,NA,33.882509,-118.13442,2017-03-03
19770160134007,0134007,0601440,14016,Los Angeles,California Advancing Pathways for Students in Los Angeles County ROC/P,California Advancing Pathways for Students in Los Angeles County,16703 South Clark Avenue,16703 South Clark Ave.,Bellflower,90706-5203,CA,(562) 866-9011,2180,www.CalAPS.org,2016-07-01,NA,N,Regional Occupation Center/Program (ROC/P),ROC/ROP,ROP,Ungraded,9-Adult,NA,C,33.882509,-118.13442,2017-03-21
20102070000000,0000000,0691017,NA,Madera,Madera County Office of Education,NA,1105 South Madera Avenue,1105 South Madera Ave.,Madera,93637-5576,CA,(559) 673-6051,NA,www.maderacoe.k12.ca.us,NA,NA,NA,County Office of Education (COE),NA,NA,NA,NA,NA,NA,36.942939,-120.05599,2017-02-09
20102070117184,0117184,0691017,12301,Madera,Madera County Office of Education,Madera County Independent Academy,1105 South Madera Avenue,1105 South Madera Ave.,Madera,93637,CA,(559) 662-4640,NA,www.maderacoe.k12.ca.us,2008-08-13,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,K-12,1-12,V,36.95287,-120.03709,2017-05-10
20102072030054,2030054,0691017,09021,Madera,Madera County Office of Education,Enterprise Secondary,1105 So. Madera Avenue,1105 So. Madera Ave.,Madera,93637-5576,CA,(559) 662-4856,NA,www.maderacoe.k12.ca.us,1980-07-01,NA,N,County Office of Education (COE),County Community,County Community School,High School,6-12,9-12,C,36.952668,-120.02745,2017-05-01
20102072030153,2030153,0691017,08131,Madera,Madera County Office of Education,Juvenile Hall (Endeavor/Voyager Secondary),1105 South Madera Avenue,1105 South Madera Ave.,Madera,93637,CA,(559) 675-7900,NA,www.maderacoe.k12.ca.us,1999-01-25,NA,N,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,High School,7-12,8-12,C,36.952668,-120.02745,2017-01-19
20102072030229,2030229,0691017,10539,Madera,Madera County Office of Education,Pioneer Technical Center,1105 South Madera Avenue,1105 South Madera Ave.,Madera,93637,CA,(559) 664-1600,NA,www.pioneertech.k12.ca.us,2002-09-03,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,9-12,5-12,C,36.93273,-120.05593,2017-05-10
20102076077200,6077200,0691017,07126,Madera,Madera County Office of Education,Gould Educational Center,1105 South Madera Avenue,1105 South Madera Ave.,Madera,93637,CA,(559) 674-0915,NA,www.maderacoe.k12.ca.us,1980-07-01,NA,N,County Office of Education (COE),Special Education Schools (Public),Special Education School,Elementary-High Combination,K-12,K-12,C,36.951064,-120.05759,2017-03-14
20651770000000,0000000,0602360,NA,Madera,Alview-Dairyland Union Elementary,NA,12861 Avenue 18 1/2,12861 Avenue 18 1/2,Chowchilla,93610-9049,CA,(559) 665-2394,NA,www.adusd.k12.ca.us,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,37.018204,-120.28466,2015-09-04
20651776023865,6023865,0602360,00125,Madera,Alview-Dairyland Union Elementary,Alview Elementary,20513 Road 4,20513 Road 4,Chowchilla,93610-9225,CA,(559) 665-2275,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-3,K-3,N,37.050632,-120.4734,2015-09-04
20651776023923,6023923,0602360,00126,Madera,Alview-Dairyland Union Elementary,Dairyland Elementary,12861 Avenue 18 1/2,12861 Avenue 18 1/2,Chowchilla,93610-9049,CA,(559) 665-2394,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Intermediate/Middle/Junior High,4-8,4-8,N,37.018204,-120.28466,2015-09-04
20651850000000,0000000,0604080,NA,Madera,Bass Lake Joint Union Elementary,NA,40096 Indian Springs Road,40096 Indian Springs Rd.,Oakhurst,93644-8729,CA,(559) 642-1555,NA,www.basslakeschooldistrict.com,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,37.332528,-119.63895,2015-06-23
20651850129015,0129015,0604080,13800,Madera,Bass Lake Joint Union Elementary,Yosemite-Wawona Elementary Charter,PO Box 2101,PO Box 2101,Wawona,95389,CA,(209) 375-6383,NA,NA,2014-08-18,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.548419,-119.64216,2017-04-05
20651856024087,6024087,0604080,09306,Madera,Bass Lake Joint Union Elementary,Oakhurst Elementary,49495 Road 427,49495 Road 427,Oakhurst,93644-0395,CA,(559) 642-1580,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.329193,-119.64527,2015-06-18
20651856024111,6024111,0604080,10250,Madera,Bass Lake Joint Union Elementary,Wasuma Elementary,43109 Highway 49,43109 Hwy. 49,Ahwahnee,93601-0098,CA,(559) 682-1585,NA,NA,1991-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.374302,-119.72954,2016-07-01
20651856101521,6101521,0604080,09307,Madera,Bass Lake Joint Union Elementary,Oak Creek Intermediate,40094 Indian Springs Road,40094 Indian Springs Rd.,Oakhurst,93644-9570,CA,(559) 642-1570,NA,NA,1980-07-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.332467,-119.63891,2015-06-18
20651856113922,6113922,0604080,07167,Madera,Bass Lake Joint Union Elementary,Fresno Flats Community Day,43109 Highway 49,43109 Highway 49,Ahwahnee,93601-9510,CA,(559) 642-1578,NA,http://basslakeschooldistrict.com,1996-10-01,NA,N,Elementary School District,District Community Day Schools,Community Day School,Intermediate/Middle/Junior High,K-8,5-8,N,37.374806,-119.7297,2015-06-18
20651930000000,0000000,0608520,NA,Madera,Chowchilla Elementary,NA,PO Box 910,PO Box 910,Chowchilla,93610-0910,CA,(559) 665-8000,NA,www.chowchillaelem.k12.ca.us,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,37.122449,-120.26487,2017-01-18
20651930113076,0113076,0608520,11852,Madera,Chowchilla Elementary,Ronald Reagan Elementary,PO Box 910,PO Box 910,Chowchilla,93610,CA,(559) 665-8080,NA,NA,2007-08-21,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,3-4,3-4,N,37.1295,-120.2399,2015-06-18
20651936023881,6023881,0608520,00849,Madera,Chowchilla Elementary,Merle L. Fuller Elementary,PO Box 910,PO Box 910,Chowchilla,93610-0910,CA,(559) 665-8050,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-2,K-2,N,37.1196,-120.27133,2015-06-18
20651936023899,6023899,0608520,00850,Madera,Chowchilla Elementary,Stephens Elementary,PO Box 910,PO Box 910,Chowchilla,93610-0907,CA,(559) 665-8060,NA,NA,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K,K,N,37.122449,-120.26487,2016-11-15
20651936023907,6023907,0608520,00851,Madera,Chowchilla Elementary,Wilson Middle,PO Box 910,PO Box 910,Chowchilla,93610-0910,CA,(559) 665-8070,NA,NA,1980-07-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.115919,-120.26877,2015-06-18
20651936023931,6023931,0608520,00848,Madera,Chowchilla Elementary,Fairmead Elementary,PO Box 910,PO Box 910,Chowchilla,93610-0910,CA,(559) 665-8040,NA,NA,1980-07-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Elementary,5-6,5-6,N,37.080146,-120.19419,2016-05-04
20652010000000,0000000,0608550,NA,Madera,Chowchilla Union High,NA,805 Humboldt Avenue,805 Humboldt Ave.,Chowchilla,93610-3199,CA,(559) 665-3662,NA,www.chowchillahigh.k12.ca.us,NA,NA,NA,High School District,NA,NA,NA,NA,NA,NA,37.116435,-120.26264,2016-04-15
20652012030047,2030047,0608550,07678,Madera,Chowchilla Union High,Gateway High (Continuation),805 Humboldt Avenue,805 Humboldt Ave.,Chowchilla,93610-3117,CA,(559) 665-1331,NA,NA,1980-07-01,NA,N,High School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,37.116435,-120.26264,2015-12-18
20652012032357,2032357,0608550,00852,Madera,Chowchilla Union High,Chowchilla Union High,805 Humboldt Avenue,805 Humboldt Ave.,Chowchilla,93610-3117,CA,(559) 665-1331,NA,NA,1980-07-01,NA,N,High School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.116435,-120.26264,2015-12-17
20652430000000,0000000,0623340,NA,Madera,Madera Unified,NA,1902 Howard Road,1902 Howard Rd.,Madera,93637-5123,CA,(559) 675-4500,220,www.madera.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,36.952673,-120.08106,2017-03-09
20652430100016,0100016,0623340,11160,Madera,Madera Unified,Sherman Thomas Charter,101 West Adell Street,101 West Adell St.,Madera,93638-0877,CA,(559) 674-1192,NA,www.stcs.k12.ca.us,2003-08-11,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,36.984119,-120.06699,2015-06-18
20652430107938,0107938,0623340,10951,Madera,Madera Unified,Ezequiel Tafoya Alvarado Academy,26247 Ellis Street,26247 Ellis St.,Madera,93638-0813,CA,(559) 675-2070,NA,www.roadrunnersatwork.com,2005-08-22,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,36.986956,-120.06964,2016-08-30
20652430109694,0109694,0623340,10953,Madera,Madera Unified,Jack G. Desmond Middle,26490 Martin Street,26490 Martin St.,Madera,93638-0833,CA,(559) 675-4500,NA,NA,2005-09-19,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,36.992623,-120.0673,2016-08-25
20652430109702,0109702,0623340,10954,Madera,Madera Unified,Nishimoto Elementary,26460 Martin Street,26460 Martin St.,Madera,93638-0833,CA,(559) 675-4500,NA,NA,2005-09-19,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.992626,-120.0677,2015-06-18
20652430110957,0110957,0623340,11678,Madera,Madera Unified,Cesar Chavez Elementary,2600 East Pecan,2600 East Pecan,Madera,93638-6042,CA,(559) 664-9701,NA,NA,2006-08-14,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.9369,-120.0178,2015-06-18
20652430110965,0110965,0623340,11679,Madera,Madera Unified,Madera South High,755 West Pecan Avenue,755 West Pecan Ave.,Madera,93637,CA,(559) 675-4450,NA,www.madera.k12.ca.us,2006-08-14,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,36.938328,-120.04924,2017-04-05
20652430113050,0113050,0623340,11926,Madera,Madera Unified,John J. Pershing Elementary,1505 East Ellis Street,1505 East Ellis St.,Madera,93638-5513,CA,(559) 664-9741,NA,www.madera.k12.ca.us,2007-08-14,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.986788,-120.04604,2015-06-18
20652430116970,0116970,0623340,12280,Madera,Madera Unified,Parkwood Elementary,1150 East Pecan Avenue,1150 East Pecan Ave.,Madera,93637-6256,CA,(559) 675-4500,NA,NA,2008-08-13,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.93735,-120.0435,2015-06-18
20652430118950,0118950,0623340,12209,Madera,Madera Unified,Sherman Thomas Charter High,101 West Adell Street,101 West Adell St.,Madera,93638,CA,(559) 675-6626,NA,www.stchs.k12.ca.us,2009-08-13,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,36.982895,-120.07114,2015-06-18
20652430123414,0123414,0623340,12739,Madera,Madera Unified,Mountain Vista Educational Center,955 West Pecan Avenue,955 West Pecan Ave.,Madera,93637-6168,CA,(559) 675-4490,NA,www.madera.k12.ca.us,2010-09-13,NA,N,Unified School District,Special Education Schools (Public),Special Education School,High School,Adult,12,N,36.939576,-120.06818,2015-06-18
20652430123620,0123620,0623340,12807,Madera,Madera Unified,Mountain Vista High,1901 Clinton Avenue,1901 Clinton Ave.,Madera,93638-1941,CA,(559) 675-4580,NA,www.madera.k12.ca.us,2010-08-16,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,10-12,10-12,N,36.972242,-120.03812,2015-06-18
20652430129544,0129544,0623340,13804,Madera,Madera Unified,Eastin Arcola,29551 Avenue 8,29551 Avenue 8,Madera,93637-8508,CA,(559) 674-8841,NA,www.madera.k12.ca.us,2014-08-11,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,36.865867,-120.00936,2015-06-18
20652430131086,0131086,0623340,NA,Madera,Madera Unified,Ripperdan Community Day,26133 Avenue 7,26133 Ave. 7,Madera,93637-9559,CA,(559) 675-4500,240,www.madera.k-12.ca.us,2015-01-05,NA,N,Unified School District,District Community Day Schools,Community Day School,High School,7-12,8-12,N,36.851333,-120.07158,2015-08-21
20652432035608,2035608,0623340,13310,Madera,Madera Unified,Madera Adult,2037 West Cleveland Avenue,2037 West Cleveland Ave.,Madera,93637-6206,CA,(559) 675-4425,NA,NA,1980-07-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,N,36.974658,-120.08059,2017-01-11
20652432035640,2035640,0623340,04611,Madera,Madera Unified,Furman (Duane E.) High (Independent Study Program),955 West Pecan Avenue,955 West Pecan Ave.,Madera,93637-6168,CA,(559) 675-4482,NA,NA,1980-07-01,NA,N,Unified School District,Alternative Schools of Choice,Alternative School of Choice,High School,K-12,9-12,N,36.938283,-120.04733,2016-09-06
20652432035707,2035707,0623340,03548,Madera,Madera Unified,Madera High,200 South L Street,200 South L St.,Madera,93637-4650,CA,(559) 675-4444,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,36.956015,-120.06588,2015-08-21
20652436023949,6023949,0623340,03544,Madera,Madera Unified,Dixieland Elementary,18440 Road 19,18440 Road 19,Madera,93637-9747,CA,(559) 673-9119,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.017518,-120.20241,2015-08-21
20652436023964,6023964,0623340,03556,Madera,Madera Unified,George Washington Elementary,509 South Street,509 South St.,Madera,93638-2401,CA,(559) 674-6705,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.970427,-120.06192,2015-06-18
20652436023972,6023972,0623340,03546,Madera,Madera Unified,Howard Elementary,13878 Road 21 1/2,13878 Road 21 1/2,Madera,93637-9212,CA,(559) 674-8568,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,36.951066,-120.15613,2016-08-25
20652436023980,6023980,0623340,06019,Madera,Madera Unified,James Madison Elementary,109 Stadium Road,109 Stadium Rd.,Madera,93637-5389,CA,(559) 675-4630,NA,NA,1996-08-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.952701,-120.065,2016-08-24
20652436023998,6023998,0623340,03551,Madera,Madera Unified,James Monroe Elementary,1819 North Lake Street,1819 North Lake St.,Madera,93638-1640,CA,(559) 674-5679,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.984872,-120.05609,2015-06-18
20652436024004,6024004,0623340,03543,Madera,Madera Unified,John Adams Elementary,1822 National Avenue,1822 National Ave.,Madera,93637-4344,CA,(559) 674-4631,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.958232,-120.08045,2015-06-18
20652436024012,6024012,0623340,03547,Madera,Madera Unified,La Vina Elementary,8594 Road 23,8594 Road 23,Madera,93637-9359,CA,(559) 673-5194,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,36.874523,-120.12854,2015-06-18
20652436024020,6024020,0623340,03550,Madera,Madera Unified,Millview Elementary,1609 Clinton Street,1609 Clinton St.,Madera,93638-1901,CA,(559) 674-8509,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.970169,-120.04127,2015-06-18
20652436024046,6024046,0623340,03553,Madera,Madera Unified,Sierra Vista Elementary,917 Olive Avenue,917 Olive Ave.,Madera,93638-4845,CA,(559) 674-8579,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.952777,-120.04578,2015-06-18
20652436024053,6024053,0623340,03555,Madera,Madera Unified,Thomas Jefferson Middle,1407 Sunset Avenue,1407 Sunset Ave.,Madera,93637-2901,CA,(559) 673-9286,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,36.960188,-120.07419,2015-06-18
20652436105951,6105951,0623340,08894,Madera,Madera Unified,Berenda Elementary,26820 Club Drive,26820 Club Dr.,Madera,93638-2725,CA,(559) 674-3325,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.024596,-120.05796,2015-06-18
20652436107122,6107122,0623340,09397,Madera,Madera Unified,Alpha Elementary,900 Stadium Road,900 Stadium Rd.,Madera,93637-5700,CA,(559) 661-4101,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.944026,-120.06498,2015-06-18
20652436112312,6112312,0623340,03282,Madera,Madera Unified,Lincoln Elementary,650 Liberty Lane,650 Liberty Ln.,Madera,93637-2687,CA,(559) 675-4600,NA,NA,1994-07-29,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,36.961028,-120.10353,2015-06-18
20652436112973,6112973,0623340,04613,Madera,Madera Unified,Martin Luther King Jr. Middle,601 Lilly Street,601 Lilly St.,Madera,93638-3903,CA,(559) 674-4681,NA,NA,1995-08-28,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,36.963327,-120.04561,2015-06-18
